Unique_Key,Agency_Name,Complaint_Type,Descriptor
26484504,New York City Police Department,Illegal Parking,Blocked Hydrant
26483909,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26485127,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26483902,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26483914,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26483235,New York City Police Department,Illegal Parking,Blocked Sidewalk
26480721,New York City Police Department,Illegal Parking,Blocked Sidewalk
26483898,New York City Police Department,Illegal Parking,Blocked Sidewalk
26481370,New York City Police Department,Illegal Parking,Blocked Sidewalk
26485161,New York City Police Department,Illegal Parking,Blocked Sidewalk
26480726,New York City Police Department,Illegal Parking,Blocked Sidewalk
26485163,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26479254,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26479213,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26478146,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26480277,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26477263,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26480248,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26479672,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26474048,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26475275,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26477170,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26477653,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26479222,New York City Police Department,Illegal Parking,Unauthorized Bus Layover
26477175,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26480243,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26477150,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26478660,New York City Police Department,Illegal Parking,Blocked Hydrant
26478645,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26474982,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26477153,New York City Police Department,Illegal Parking,Blocked Hydrant
26479211,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26478145,New York City Police Department,Illegal Parking,Blocked Sidewalk
26480221,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26478679,New York City Police Department,Illegal Parking,Blocked Sidewalk
26477671,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26478667,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26479228,New York City Police Department,Illegal Parking,Blocked Sidewalk
26480222,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26476614,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26476607,New York City Police Department,Illegal Parking,Blocked Hydrant
26479686,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26480250,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26479230,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26479207,New York City Police Department,Illegal Parking,Blocked Hydrant
26479685,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26480242,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26476612,New York City Police Department,Illegal Parking,Blocked Hydrant
26478669,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26477663,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26477149,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26477169,New York City Police Department,Illegal Parking,Blocked Sidewalk
26480217,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26477173,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26478164,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26480216,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26501149,New York City Police Department,Illegal Parking,Blocked Sidewalk
26502091,New York City Police Department,Illegal Parking,Blocked Sidewalk
26503698,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26502022,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26505806,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26506802,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26504906,New York City Police Department,Illegal Parking,Blocked Sidewalk
26505870,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26506437,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26500851,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26501111,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26506438,New York City Police Department,Illegal Parking,Blocked Sidewalk
26501267,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26507769,New York City Police Department,Illegal Parking,Blocked Sidewalk
26502063,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26502672,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26472799,New York City Police Department,Illegal Parking,Blocked Hydrant
26467370,New York City Police Department,Illegal Parking,Blocked Hydrant
26472787,New York City Police Department,Illegal Parking,Blocked Hydrant
26472987,New York City Police Department,Illegal Parking,Blocked Sidewalk
26469018,New York City Police Department,Illegal Parking,Blocked Sidewalk
26467500,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26472985,New York City Police Department,Illegal Parking,Detached Trailer
26469078,New York City Police Department,Illegal Parking,Blocked Sidewalk
26472230,New York City Police Department,Illegal Parking,Blocked Hydrant
26469853,New York City Police Department,Illegal Parking,Blocked Sidewalk
26471253,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26467541,New York City Police Department,Illegal Parking,Blocked Sidewalk
26468959,New York City Police Department,Illegal Parking,Blocked Sidewalk
26471249,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26472876,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26467653,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26467415,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26470426,New York City Police Department,Illegal Parking,Blocked Hydrant
26472267,New York City Police Department,Illegal Parking,Blocked Sidewalk
26469717,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26473001,New York City Police Department,Illegal Parking,Blocked Sidewalk
26469128,New York City Police Department,Illegal Parking,Blocked Sidewalk
26468056,New York City Police Department,Illegal Parking,Blocked Sidewalk
26468300,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26468899,New York City Police Department,Illegal Parking,Blocked Sidewalk
26472311,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26469777,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26470534,New York City Police Department,Illegal Parking,Blocked Hydrant
26472006,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26472938,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26470377,New York City Police Department,Illegal Parking,Blocked Sidewalk
26461958,New York City Police Department,Illegal Parking,Blocked Hydrant
26462708,New York City Police Department,Illegal Parking,Blocked Hydrant
26461024,New York City Police Department,Illegal Parking,Blocked Hydrant
26465305,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26464291,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26464453,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26465173,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26462884,New York City Police Department,Illegal Parking,Blocked Hydrant
26466821,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26464458,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26461187,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26465247,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26466719,New York City Police Department,Illegal Parking,Blocked Sidewalk
26463560,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26466715,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26460847,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26460875,New York City Police Department,Illegal Parking,Blocked Sidewalk
26465161,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26466061,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26463439,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26462548,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26463379,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26461716,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26460858,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26466654,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26463363,New York City Police Department,Illegal Parking,Unauthorized Bus Layover
26464176,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26464108,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26460842,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26462527,New York City Police Department,Illegal Parking,Blocked Hydrant
26463335,New York City Police Department,Illegal Parking,Blocked Hydrant
26462683,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26464155,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26455630,New York City Police Department,Illegal Parking,Blocked Hydrant
26457399,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26454126,New York City Police Department,Illegal Parking,Blocked Sidewalk
26456684,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26454084,New York City Police Department,Illegal Parking,Blocked Hydrant
26453916,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26455800,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26459409,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26457576,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26458229,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26458412,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26458204,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26460328,New York City Police Department,Illegal Parking,Blocked Sidewalk
26453971,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26459148,New York City Police Department,Illegal Parking,Detached Trailer
26455549,New York City Police Department,Illegal Parking,Blocked Sidewalk
26458197,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26457271,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26459036,New York City Police Department,Illegal Parking,Blocked Hydrant
26450612,New York City Police Department,Illegal Parking,Blocked Hydrant
26447987,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26452443,New York City Police Department,Illegal Parking,Blocked Hydrant
26453316,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26453329,New York City Police Department,Illegal Parking,Detached Trailer
26451347,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26449755,New York City Police Department,Illegal Parking,Blocked Hydrant
26453045,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26448882,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26451988,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26453267,New York City Police Department,Illegal Parking,Blocked Hydrant
26450366,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26447169,New York City Police Department,Illegal Parking,Blocked Hydrant
26448859,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26449445,New York City Police Department,Illegal Parking,Blocked Sidewalk
26448783,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26451500,New York City Police Department,Illegal Parking,Blocked Sidewalk
26450376,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26449448,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26450510,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26446775,New York City Police Department,Illegal Parking,Blocked Sidewalk
26448502,New York City Police Department,Illegal Parking,Blocked Hydrant
26451411,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26451318,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26451122,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26448556,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26451404,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26447022,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26453270,New York City Police Department,Illegal Parking,Blocked Hydrant
26447013,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26449610,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26451957,New York City Police Department,Illegal Parking,Blocked Sidewalk
26451323,New York City Police Department,Illegal Parking,Blocked Hydrant
26447005,New York City Police Department,Illegal Parking,Blocked Hydrant
26443787,New York City Police Department,Illegal Parking,Blocked Sidewalk
26445970,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26444136,New York City Police Department,Illegal Parking,Blocked Hydrant
26446456,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26446557,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26444456,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26444457,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26443905,New York City Police Department,Illegal Parking,Blocked Sidewalk
26443915,New York City Police Department,Illegal Parking,Blocked Sidewalk
26443740,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26446198,New York City Police Department,Illegal Parking,Blocked Sidewalk
26445229,New York City Police Department,Illegal Parking,Blocked Hydrant
26443829,New York City Police Department,Illegal Parking,Blocked Hydrant
26445246,New York City Police Department,Illegal Parking,Blocked Hydrant
26445327,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26444239,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26443812,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26444877,New York City Police Department,Illegal Parking,Blocked Hydrant
26445043,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26443940,New York City Police Department,Illegal Parking,Blocked Hydrant
26445441,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26443884,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26446411,New York City Police Department,Illegal Parking,Blocked Hydrant
26444572,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26445810,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26445341,New York City Police Department,Illegal Parking,Blocked Hydrant
26444699,New York City Police Department,Illegal Parking,Blocked Hydrant
26446053,New York City Police Department,Illegal Parking,Blocked Hydrant
26444960,New York City Police Department,Illegal Parking,Blocked Hydrant
26443922,New York City Police Department,Illegal Parking,Blocked Hydrant
26443838,New York City Police Department,Illegal Parking,Blocked Hydrant
26443973,New York City Police Department,Illegal Parking,Blocked Sidewalk
26443869,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26440290,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26440974,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26441485,New York City Police Department,Illegal Parking,Blocked Hydrant
26440400,New York City Police Department,Illegal Parking,Blocked Sidewalk
26442718,New York City Police Department,Illegal Parking,Blocked Hydrant
26442674,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26440438,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26442286,New York City Police Department,Illegal Parking,Detached Trailer
26440944,New York City Police Department,Illegal Parking,Blocked Sidewalk
26441993,New York City Police Department,Illegal Parking,Blocked Hydrant
26442682,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26443457,New York City Police Department,Illegal Parking,Blocked Hydrant
26441063,New York City Police Department,Illegal Parking,Blocked Hydrant
26442236,New York City Police Department,Illegal Parking,Blocked Sidewalk
26443456,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26440778,New York City Police Department,Illegal Parking,Blocked Sidewalk
26441014,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26441412,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26442782,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26441825,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26440043,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26440470,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26442410,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26440076,New York City Police Department,Illegal Parking,Blocked Hydrant
26440535,New York City Police Department,Illegal Parking,Blocked Sidewalk
26442499,New York City Police Department,Illegal Parking,Blocked Hydrant
26441461,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26441786,New York City Police Department,Illegal Parking,Blocked Hydrant
26439992,New York City Police Department,Illegal Parking,Blocked Sidewalk
26441527,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26443461,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26440460,New York City Police Department,Illegal Parking,Blocked Hydrant
26443010,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26441533,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26442370,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26440550,New York City Police Department,Illegal Parking,Blocked Hydrant
26442929,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26438148,New York City Police Department,Illegal Parking,Blocked Sidewalk
26435216,New York City Police Department,Illegal Parking,Blocked Hydrant
26439444,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26438102,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26433555,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26438246,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26435251,New York City Police Department,Illegal Parking,Blocked Hydrant
26435186,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26437893,New York City Police Department,Illegal Parking,Blocked Hydrant
26439528,New York City Police Department,Illegal Parking,Blocked Hydrant
26437356,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26438252,New York City Police Department,Illegal Parking,Blocked Sidewalk
26435889,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26436316,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26434457,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26436535,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26434268,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle
26438949,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26434326,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26433641,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26438961,New York City Police Department,Illegal Parking,Blocked Sidewalk
26438880,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26439029,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26435293,New York City Police Department,Illegal Parking,Blocked Hydrant
26439265,New York City Police Department,Illegal Parking,Blocked Sidewalk
26434633,New York City Police Department,Illegal Parking,Blocked Sidewalk
26438528,New York City Police Department,Illegal Parking,Blocked Sidewalk
26438069,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26435053,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic
26434320,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26436123,New York City Police Department,Illegal Parking,Blocked Sidewalk
26433425,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26433527,New York City Police Department,Illegal Parking,Blocked Hydrant
26428092,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26431018,New York City Police Department,Illegal Parking,Overnight Commercial Storage
26431986,New York City Police Department,Illegal Parking,Commercial Overnight Parking
26428989,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
26428083,New York City Police Department,Illegal Parking,Posted Parking Sign Violation
